frame_id,track_id,gt_id,value_track,value_gt
1,1,0,,5.42
2,1,0,,5.428331
3,1,0,,5.42838669
4,1,0,,5.44388866
5,1,0,,5.459438
6,1,0,,5.47493362
7,1,0,5.430250351493678,5.489916
8,1,0,5.430250351493678,5.50439072
9,1,0,5.490977458908366,5.518515
10,1,0,5.506881947351523,5.53236771
11,1,0,5.524216712066035,5.54686069
12,1,0,5.541288900845565,5.56209946
13,1,0,5.558094023693859,5.57730675
14,1,0,5.553160862024019,5.5922327
15,1,0,5.54895935238407,5.60688162
16,1,0,5.574436981388987,5.625264
17,1,0,5.599718623367405,5.644358
18,1,0,5.598900177282831,5.663105
19,1,0,5.626595098842004,5.680172
20,1,0,5.627688414097989,5.695683
21,1,0,5.656838355142004,5.70978355
22,1,0,5.659612529858976,5.72304535
23,1,0,5.6629286986414735,5.73744869
24,1,0,5.666959206317248,5.7521987
25,1,0,5.671675278977752,5.766073
26,1,0,5.677276021472717,5.781303
27,1,0,5.683639539777322,5.796794
28,1,0,5.721771327908636,5.815544
29,1,0,5.7566868978226955,5.833803
30,1,0,5.787836191482721,5.851268
31,1,0,5.815889239339511,5.866774
32,1,0,5.842742366950169,5.88093662
33,1,0,5.849818141778437,5.894338
34,1,0,5.856925748986545,5.90721369
35,1,0,5.883149214361724,5.92160463
36,1,0,5.908593960831803,5.937352
37,1,0,5.916308125067436,5.95270967
38,1,0,5.940661219555128,5.96734238
39,1,0,5.948251727406106,5.981571
40,1,0,5.9724277754910275,6.00068235
41,1,0,5.996008453536519,6.02036333
42,1,0,6.004650125622664,6.03929949
43,1,0,6.028872915699946,6.0561
44,1,0,6.0523594874653925,6.07103
45,1,0,6.074636408097678,6.08442259
46,1,0,6.096019878007568,6.09701538
47,1,0,6.104746955941746,6.110992
48,1,0,6.112690433346023,6.12549973
49,1,0,6.120947590356529,6.13926
50,1,0,6.143401551409424,6.154506
51,1,0,6.1648652240561015,6.169971
52,1,0,6.173541700633141,6.188851
53,1,0,6.182090058602364,6.20727
54,1,0,6.205454254038623,6.22491646
55,1,0,6.22809091484354,6.24066
56,1,0,6.2375192380857,6.255097
57,1,0,6.259918227965526,6.268774
58,1,0,6.269154030573652,6.281906
59,1,0,6.29096248705379,6.296508
60,1,0,6.312196593387516,6.312405
61,1,0,6.3330383190043875,6.32785463
62,1,0,6.353562122680655,6.342537
63,1,0,6.373131548290189,6.35681629
64,1,0,6.39248284689773,6.37573528
65,1,0,6.411737716795042,6.395157
66,1,0,6.43138542978145,6.41382456
67,1,0,6.441703599943892,6.43043566
68,1,0,6.451870002059121,6.44523954
69,1,0,6.472716605720664,6.45857239
70,1,0,6.493454301592486,6.471154
71,1,0,6.513166732978625,6.4850955
72,1,0,6.532371677595531,6.49958658
73,1,0,6.5515264921715115,6.513399
74,1,0,6.570173488114245,6.52866554
75,1,0,6.588877722253283,6.544128
76,1,0,6.598717971638445,6.56293344
77,1,0,6.617662495473232,6.58131266
78,1,0,6.627964794621713,6.59895563
79,1,0,6.638129383913165,6.6147666
80,1,0,6.658514003475688,6.62931156
81,1,0,6.678931139280164,6.64310932
82,1,0,6.689561690100398,6.65636253
83,1,0,6.700046957479914,6.671042
84,1,0,6.720437660123066,6.686978
85,1,0,6.740114815315723,6.70245552
86,1,0,6.750686088875566,6.71716261
87,1,0,6.770872724513944,6.73146963
88,1,0,6.790890168030968,6.750297
89,1,0,6.81079992053146,6.769606
90,1,0,6.830994377220929,6.788168
91,1,0,6.851190473593774,6.804714
92,1,0,6.871545656742297,6.81948471
93,1,0,6.891456199459528,6.83281231
94,1,0,6.911069788610471,6.84540653
95,1,0,6.930189931438305,6.85934448
96,1,0,6.949034732325506,6.873835
97,1,0,6.960211858300484,6.88766956
98,1,0,6.978957031846606,6.902942
99,1,0,6.997634564366184,6.918403
100,1,0,7.008521618538776,6.9371767
101,1,0,7.027674912952802,6.955536
102,1,0,7.038993393252047,6.973172
103,1,0,7.058535214207067,6.989001
104,1,0,7.078281069754876,7.003578
105,1,0,7.089608087708162,7.017413
106,1,0,7.1007720656749065,7.03070354
107,1,0,7.1118423594665146,7.045406
108,1,0,7.131756480022311,7.061351
109,1,0,7.142885044697877,7.07683468
110,1,0,7.153942234663891,7.091547
111,1,0,7.164944629239306,7.10586071
112,1,0,7.17590812717163,7.124656
113,1,0,7.187117942929509,7.14392662
114,1,0,7.198704442643908,7.162453
115,1,0,7.210679614255878,7.178978
116,1,0,7.23466488624873,7.19373655
117,1,0,7.258112427381624,7.207062
118,1,0,7.280429108217268,7.21965933
119,1,0,7.292150607896932,7.23359537
120,1,0,7.303725983509205,7.24808455
121,1,0,7.326545944470158,7.26192427
122,1,0,7.348594587327909,7.277198
123,1,0,7.360253965368312,7.29265738
124,1,0,7.381714557105286,7.311419
125,1,0,7.393768827949737,7.32977
126,1,0,7.405775760637562,7.347402
127,1,0,7.4283773029658695,7.36323452
128,1,0,7.4506145848527385,7.377819
129,1,0,7.472603635972412,7.3916626
130,1,0,7.493448978617324,7.404962
131,1,0,7.513798143350257,7.41966772
132,1,0,7.525642688829825,7.43561172
133,1,0,7.546115095616556,7.45109367
134,1,0,7.558047284064489,7.465804
135,1,0,7.5782149723229235,7.480116
136,1,0,7.589867004972071,7.498897
137,1,0,7.601786233296735,7.51815176
138,1,0,7.61398796130155,7.53666353
139,1,0,7.626371975559908,7.55317736
140,1,0,7.649440143362021,7.567929
141,1,0,7.671726234219708,7.58124971
142,1,0,7.684055601267371,7.59384441
143,1,0,7.7059087278532665,7.60777664
144,1,0,7.72747553337173,7.62226248
145,1,0,7.739699268364188,7.636101
146,1,0,7.751732900303135,7.65137148
147,1,0,7.763698706208267,7.666827
148,1,0,7.775964232860314,7.685582
149,1,0,7.788458601388141,7.703928
150,1,0,7.800904738436598,7.72155571
151,1,0,7.825032676726502,7.73738527
152,1,0,7.847898985563678,7.751968
153,1,0,7.870465986922296,7.76580954
154,1,0,7.882906283349431,7.779106
155,1,0,7.895195561650748,7.793807
156,1,0,7.907425273420092,7.809745
157,1,0,7.929658805258665,7.82522
158,1,0,7.951262522784308,7.839923
159,1,0,7.96365685632159,7.85422659
160,1,0,7.985106613512957,7.872996
161,1,0,8.006694979104012,7.892238
162,1,0,8.019315457175832,7.91073751
163,1,0,8.041752648901383,7.927241
164,1,0,8.05469563232607,7.94198275
165,1,0,8.06790554019838,7.955295
166,1,0,8.090649879617697,7.967882
167,1,0,8.103213768175008,7.98180628
168,1,0,8.116054666628072,7.99628448
169,1,0,8.138346869676102,8.010116
170,1,0,8.160164084406432,8.025379
171,1,0,8.172489446789198,8.040828
172,1,0,8.19402633869691,8.059574
173,1,0,8.206599174816791,8.07791
174,1,0,8.219343591752821,8.09553
175,1,0,8.232508864409876,8.11135
176,1,0,8.245861132189235,8.125923
177,1,0,8.269017401165673,8.139753
178,1,0,8.291638463001759,8.153038
179,1,0,8.313025405022199,8.167726
180,1,0,8.325449682707305,8.183648
181,1,0,8.337785943310971,8.199107
182,1,0,8.359693160889666,8.213794
183,1,0,8.372405412703301,8.22808
184,1,0,8.39383851254097,8.24683
185,1,0,8.41543256968985,8.266051
186,1,0,8.4371797784768,8.284531
187,1,0,8.458561982618352,8.301014
188,1,0,8.480123681757542,8.315736
189,1,0,8.501548126582035,8.329029
190,1,0,8.52254751969006,8.341597
191,1,0,8.535322828544414,8.355501
192,1,0,8.555588533976804,8.369961
193,1,0,8.575731076047894,8.383775
194,1,0,8.595310620672251,8.399019
195,1,0,8.614700442952934,8.414448
196,1,0,8.633720090239837,8.433172
197,1,0,8.653488654251994,8.451488
198,1,0,8.673242746596966,8.469083
199,1,0,8.692809526795653,8.484878
200,1,0,8.705514868516815,8.499423
201,1,0,8.724931984179083,8.513223
202,1,0,8.744175182894855,8.526474
203,1,0,8.756337597921458,8.541125
204,1,0,8.76855780660465,8.557009
205,1,0,8.78749407132443,8.572426
206,1,0,8.806081774389293,8.587067
207,1,0,8.818304795810871,8.601304
208,1,0,8.836767649618809,8.620004
209,1,0,8.855683431686868,8.639173
210,1,0,8.86802550744416,8.657597
211,1,0,8.887692222258233,8.674022
212,1,0,8.900262400549732,8.688685
213,1,0,8.913033075473459,8.701918
214,1,0,8.933557754237484,8.714424
215,1,0,8.953610859511558,8.728267
216,1,0,8.972899421691581,8.742663
217,1,0,8.985244125397934,8.756412
218,1,0,8.997445322956006,8.771588
219,1,0,9.00933241493163,8.786944
220,1,0,9.029097045815435,8.805592
221,1,0,9.048943547048122,8.823822
222,1,0,9.068801905381292,8.841325
223,1,0,9.081567141492247,8.857016
224,1,0,9.102007478457617,8.871446
225,1,0,9.121669197469155,8.88511848
226,1,0,9.133890554754716,8.89823
227,1,0,9.152839950955073,8.912727
228,1,0,9.172033677138078,8.928444
229,1,0,9.183968570122877,8.943679
230,1,0,9.202451694571039,8.95811749
231,1,0,9.214310554450755,8.972136
232,1,0,9.226037288389373,8.990598
233,1,0,9.238231422352467,9.00951
234,1,0,9.258046417140925,9.02765
235,1,0,9.27878891943723,9.043761
236,1,0,9.299201539499073,9.058079
237,1,0,9.319163566433003,9.070931
238,1,0,9.33886646584532,9.083025
239,1,0,9.351252373590494,9.09642
240,1,0,9.382883819573017,9.110329
241,1,0,9.401723962381299,9.123535
242,1,0,9.42045221694678,9.138103
243,1,0,9.439173253987363,9.15277
244,1,0,9.457751510312036,9.170624
245,1,0,9.4699878120988,9.18793
246,1,0,9.488542960658535,9.195992
247,1,0,9.505662475658271,9.193875
248,1,0,9.520356431722124,9.182208
249,1,0,9.532601775838028,9.164417
250,1,0,9.541874956572707,9.146281
251,1,0,9.548823362648761,9.129348
252,1,0,9.553761227834286,9.113347
253,1,0,9.557245916673317,9.096929
254,1,0,9.559480638531605,9.079909
255,1,0,9.557653808463062,9.06268
256,1,0,9.554648021291065,9.047575
257,1,0,9.550365520659044,9.032321
258,1,0,9.54448214754873,9.016373
259,1,0,9.541625280646057,8.99953
260,1,0,9.532313201124426,8.982088
261,1,0,9.527072814213994,8.964448
262,1,0,9.514093931288688,8.946975
263,1,0,9.500628159479964,8.929866
264,1,0,9.487131745426673,8.913073
265,1,0,9.472867230493009,8.896771
266,1,0,9.46377134806172,8.88040352
267,1,0,9.453653945997477,8.863884
268,1,0,9.442313904936762,8.846386
269,1,0,9.429646720632316,8.829035
270,1,0,9.409482914485487,8.812008
271,1,0,9.395696455717752,8.796049
272,1,0,9.38067447575088,8.780924
273,1,0,9.364833360070818,8.766302
274,1,0,9.341216183789346,8.752039
275,1,0,9.317841126981172,8.73679
276,1,0,9.300759490855487,8.720542
277,1,0,9.276701395484412,8.70443
278,1,0,9.253240130135062,8.688737
279,1,0,9.235388717046266,8.67336
280,1,0,9.210974858890062,8.653753
281,1,0,9.186628483895154,8.63347149
282,1,0,9.167035085081944,8.613665
283,1,0,9.141332749700851,8.595696
284,1,0,9.11606926620416,8.579378
285,1,0,9.091454045122706,8.564506
286,1,0,9.071165062896128,8.55046
287,1,0,9.05031968362197,8.53521252
288,1,0,9.028848313234018,8.51959
289,1,0,9.006643446883704,8.504834
290,1,0,8.980232255303973,8.4887085
291,1,0,8.954260775681503,8.47232151
292,1,0,8.928773847006125,8.452689
293,1,0,8.90280826906088,8.43355751
294,1,0,8.877700483747105,8.415225
295,1,0,8.854839845245005,8.398848
296,1,0,8.832089568326563,8.383811
297,1,0,8.80888051821874,8.369534
298,1,0,8.784757415410063,8.355778
299,1,0,8.761355498077055,8.340523
300,1,0,8.737380885323416,8.323923
301,1,0,8.713617245832296,8.307694
302,1,0,8.689968616613982,8.292165
303,1,0,8.666128704817616,8.277032
304,1,0,8.642117772216071,8.256996
305,1,0,8.618248586504386,8.23636
306,1,0,8.593672652338787,8.216436
307,1,0,8.569950118497319,8.19864
308,1,0,8.546108906003267,8.182707
309,1,0,8.522528638531853,8.168322
310,1,0,8.499827373732577,8.154754
311,1,0,8.475594580264413,8.139811
312,1,0,8.451385779564891,8.124367
313,1,0,8.42972040855228,8.109723
314,1,0,8.408135159150383,8.093596
315,1,0,8.386561736654926,8.0772295
316,1,0,8.362192852199751,8.057435
317,1,0,8.340472462928423,8.038133
318,1,0,8.315831565632415,8.019634
319,1,0,8.294302258153472,8.003104
320,1,0,8.2726632072412,7.98792553
321,1,0,8.251717223656447,7.97352457
322,1,0,8.227241477077262,7.95966959
323,1,0,8.20666887875493,7.94430733
324,1,0,8.182185904148257,7.927606
325,1,0,8.157855508019528,7.911323
326,1,0,8.133104278828666,7.89578438
327,1,0,8.10890589829237,7.880648
328,1,0,8.084308265711371,7.86065865
329,1,0,8.065543428191544,7.84010267
330,1,0,8.045945102722401,7.820284
331,1,0,8.02111763609946,7.802587
332,1,0,8.002485223452169,7.78675127
333,1,0,7.977834037702793,7.772448
334,1,0,7.953427929192424,7.758944
335,1,0,7.929296306229254,7.744054
336,1,0,7.905452628976692,7.72864
337,1,0,7.88161585316216,7.713994
338,1,0,7.857737631387632,7.69786024
339,1,0,7.84291519423211,7.68149662
340,1,0,7.827269547651676,7.661702
341,1,0,7.811261379538472,7.642386
342,1,0,7.787188177603637,7.6238637
343,1,0,7.771035967946208,7.60729
344,1,0,7.754195222298693,7.592057
345,1,0,7.737286814605663,7.57760239
346,1,0,7.720320717238535,7.563698
347,1,0,7.69665628161613,7.54829645
348,1,0,7.680427750481092,7.531568
349,1,0,7.656945578946345,7.515269
350,1,0,7.640949764176861,7.49972343
351,1,0,7.625044774176155,7.484581
352,1,0,7.601560818344325,7.464621
353,1,0,7.585001642433445,7.44410563
354,1,0,7.5682957119354,7.42433071
355,1,0,7.544365283814249,7.406668
356,1,0,7.520739016799531,7.39086
357,1,0,7.504813720610393,7.376577
358,1,0,7.481320970889833,7.36308527
359,1,0,7.458422319268484,7.348208
360,1,0,7.443889001843111,7.3328023
361,1,0,7.420822563879657,7.318153
362,1,0,7.407055518663277,7.30201769
363,1,0,7.39266571864693,7.285656
364,1,0,7.377530093832823,7.265867
365,1,0,7.362167080064314,7.24655151
366,1,0,7.346290810336319,7.22802544
367,1,0,7.330314446915713,7.21144
368,1,0,7.314051152113713,7.19619226
369,1,0,7.297629784090512,7.18172169
370,1,0,7.274459753365315,7.167803
371,1,0,7.251511819830904,7.15239048
372,1,0,7.2358509911829065,7.1356554
373,1,0,7.213039272311038,7.119354
374,1,0,7.190466018789838,7.103808
375,1,0,7.176100617141106,7.08866453
376,1,0,7.153353938782516,7.068716
377,1,0,7.138466818298738,7.04821539
378,1,0,7.123160021202929,7.02845669
379,1,0,7.107349415318083,7.010807
380,1,0,7.091219165907143,6.995009
381,1,0,7.075506912604689,6.980733
382,1,0,7.059713081911067,6.967246
383,1,0,7.044301391872103,6.95237446
384,1,0,7.028779796518874,6.936973
385,1,0,7.013411426349642,6.922324
386,1,0,6.997653818588674,6.906191
387,1,0,6.981798842760826,6.889831
388,1,0,6.965548719051391,6.870046
389,1,0,6.948652912323462,6.850733
390,1,0,6.9261174078052345,6.83220768
391,1,0,6.90972840541953,6.815621
392,1,0,6.892941302418892,6.80037069
393,1,0,6.87659469634049,6.78589773
394,1,0,6.860455791261781,6.771977
