Image,Component,Origin,License,Distributed by you?,Comments
scenescape-manager,Pygments==2.19.2,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,python-dateutil==2.9.0.post0,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,scikit-learn==1.7.1,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,scipy==1.15.3,pypi,BSD-3-Clause,Y,imported
scenescape-manager,sqlparse==0.5.3,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,threadpoolctl==3.6.0,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,traitlets==5.14.3,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,websockets==15.0.1,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,Werkzeug==3.1.3,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-manager,widgetsnbextension==4.0.14,pypi,BSD-3-Clause,Y,indirect dependency. auto installed
scenescape-model-installer,mpmath==1.3.0,pypi,BSD-3-Clause,N,used
scenescape-camcalibration,python3-pkg-resources:59.6.0-1.2ubuntu0.22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,python3-setuptools:59.6.0-1.2ubuntu0.22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,Ubuntu:22,DockerHub,collection of licenses,N,base image
scenescape-controller,Ubuntu:24,Ubuntu,collection of licenses,N,base image
scenescape-manager,Ubuntu:22,Ubuntu,collection of licenses,N,base image
scenescape-models,busybox:1.37,DockerHub,GPL-2.0,N,base image
scenescape-secrets,Ubuntu:22,DockerHub,collection of licenses,N,base image
scenescape-tests,busybox,DockerHub,GPL-2.0,N,base image
scenescape-manager,libmosquitto1:amd64:2.0.11-1ubuntu1.2,Ubuntu,"EPL-2.0",Y,indirect dependency automatically installed
scenescape-manager,mosquitto-clients:2.0.11-1ubuntu1.2,Ubuntu,"EPL-2.0",Y,used at initialization
scenescape-camcalibration,paho-mqtt==2.1.0,pypi,EPL-1.0,Y,imported
scenescape-controller,paho-mqtt==2.1.0,pypi,EPL-1.0,Y,imported
scenescape-manager,paho-mqtt==2.1.0,pypi,EPL-2.0 OR BSD-3-Clause,Y,imported
scenescape-controller,libfreetype6:amd64:2.13.2+dfsg-1build3,Ubuntu,FTL,Y,indirect dependency automatically installed
scenescape-camcalibration,bindfs:1.14.7-1,Ubuntu,GPL-2.0,Y,Used at initialization
scenescape-camcalibration,fuse:2.9.9-5ubuntu3,Ubuntu,GPL-2.0,Y,used
scenescape-camcalibration,libfuse2:amd64:2.9.9-5ubuntu3,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-camcalibration,libsensors-config:1:3.6.0-7ubuntu1,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-camcalibration,libsensors5:amd64:1:3.6.0-7ubuntu1,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-camcalibration,media-types:7.0.0,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-controller,libmysqlclient21:amd64:8.0.42-0ubuntu0.24.04.2,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-controller,librttopo1:amd64:1.1.0-3build2,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-controller,media-types:10.1.0,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-controller,netbase:6.4,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,bindfs:1.14.7-1,Ubuntu,GPL-2.0,Y,used at initialization
scenescape-manager,fuse:2.9.9-5ubuntu3,Ubuntu,GPL-2.0,Y,used
scenescape-manager,libfuse2:amd64:2.9.9-5ubuntu3,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,libsensors-config:1:3.6.0-7ubuntu1,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,libsensors5:amd64:1:3.6.0-7ubuntu1,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,media-types:7.0.0,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,netbase:6.3,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,ssl-cert:1.1.2,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,ucf:3.0043,Ubuntu,GPL-2.0,Y,indirect dependency automatically installed
scenescape-secrets,media-types:7.0.0,Ubuntu,GPL-2.0,N,indirect dependency automatically installed
scenescape-controller,libcfitsio10t64:amd64:4.3.1-1.1build2,Ubuntu,GPL-2.0 and LGPL-2.0,Y,indirect dependency automatically installed
scenescape-camcalibration,libgomp1:amd64:12.3.0-1ubuntu1~22.04,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-camcalibration,libreadline8:amd64:8.1.2-1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-camcalibration,readline-common:8.1.2-1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-camcalibration,wget:1.21.2-2ubuntu1.1,Ubuntu,GPL-3.0,Y,used
scenescape-controller,libgfortran5:amd64:14.2.0-4ubuntu2~24.04,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-controller,libgomp1:amd64:14.2.0-4ubuntu2~24.04,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-controller,libqt5core5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libqt5dbus5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libqt5gui5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libqt5network5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libqt5opengl5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libqt5test5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libqt5widgets5t64:amd64:5.15.13+dfsg-1ubuntu1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed by opencv-contrib
scenescape-controller,libreadline8t64:amd64:8.2-4build1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-controller,readline-common:8.2-4build1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,libgdbm-compat4:amd64:1.23-1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,libgdbm6:amd64:1.23-1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,libgomp1:amd64:12.3.0-1ubuntu1~22.04,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,libreadline8:amd64:8.1.2-1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,python-is-python3:3.9.2-2,Ubuntu,GPL-3.0,Y,used
scenescape-manager,readline-common:8.1.2-1,Ubuntu,GPL-3.0,Y,indirect dependency automatically installed
scenescape-secrets,libreadline8:8.1.2-1,Ubuntu,GPL-3.0,N,indirect dependency automatically installed
scenescape-secrets,make:4.3-4.1build1,Ubuntu,GPL-3.0,N,used for build
scenescape-secrets,readline-common:8.1.2-1,Ubuntu,GPL-3.0,N,indirect dependency automatically installed
scenescape-camcalibration,pillow==11.3.0,pypi,HPND,Y,imported
scenescape-manager,pillow==11.3.0,pypi,HPND,Y,imported
scenescape-controller,libicu74:amd64:74.2-1ubuntu3.1,Ubuntu,ICU License,Y,indirect dependency automatically installed
scenescape-controller,tzdata:2025b-0ubuntu0.24.04.1,Ubuntu,ICU License,Y,indirect dependency automatically installed
scenescape-manager,libicu70:amd64:70.1-2,Ubuntu,ICU License,Y,indirect dependency automatically installed
scenescape-manager,tzdata:2025b-0ubuntu0.22.04.1,Ubuntu,ICU License,Y,indirect dependency automatically installed
scenescape-camcalibration,intel-openmp==2025.2.0,pypi,Intel End User License,Y,dependency
scenescape-camcalibration,intel-cmplr-lib-ur==2025.2.0,pypi,Intel End User License,Y,indirect dependency. auto installed
scenescape-camcalibration,tcmlib==1.4.0,pypi,Intel Simplified Software License,Y,indirect dependency. auto installed
scenescape-camcalibration,pexpect==4.9.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-camcalibration,ptyprocess==0.7.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-camcalibration,requests-file==2.1.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-camcalibration,requests-oauthlib==2.0.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-controller,mapbox_earcut==1.0.3,pypi,ISC,Y,imported
scenescape-controller,pexpect==4.9.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-controller,ptyprocess==0.7.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-manager,pexpect==4.9.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-manager,ptyprocess==0.7.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-manager,requests-file==2.1.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-manager,requests-oauthlib==2.0.0,pypi,ISC,Y,indirect dependency. auto installed
scenescape-camcalibration,sudo:1.9.9-1ubuntu2.5,Ubuntu,ISC License,Y,used
scenescape-controller,sudo:1.9.15p5-3ubuntu5.24.04.1,Ubuntu,ISC License,Y,used
scenescape-manager,sudo:1.9.9-1ubuntu2.5,Ubuntu,ISC License,Y,used
scenescape-controller,libjbig0:amd64:2.1-6.1ubuntu2,Ubuntu,GPL-2.0-or-later,Y,indirect dependency automatically installed
scenescape-camcalibration,libpciaccess0:amd64:0.16-3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libjson-c5:amd64:0.17-1build1,Ubuntu,LGPL-2.0,Y,indirect dependency automatically installed
scenescape-manager,locales:2.35-0ubuntu3.10,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-camcalibration,libglib2.0-0:amd64:2.72.4-0ubuntu2.5,Ubuntu,LGPL-2.1,Y,linked
scenescape-controller,libapparmor1:amd64:4.0.1really4.0.1-0ubuntu0.24.04.4,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libde265-0:amd64:1.0.15-1build3,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libfyba0t64:amd64:4.1.1-11build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libgeos-c1t64:amd64:3.12.1-3build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libgeos3.12.1t64:amd64:3.12.1-3build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libglib2.0-0t64:amd64:2.80.0-6ubuntu3.4,Ubuntu,LGPL-2.1,Y,linked
scenescape-controller,libgudev-1.0-0:amd64:1:238-5ubuntu1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libheif-plugin-aomdec:amd64:1.17.6-1ubuntu4.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libheif-plugin-libde265:amd64:1.17.6-1ubuntu4.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libheif1:amd64:1.17.6-1ubuntu4.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libinput-bin:1.25.0-1ubuntu3.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libinput10:amd64:1.25.0-1ubuntu3.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libodbc2:amd64:2.3.12-1ubuntu0.24.04.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libodbcinst2:amd64:2.3.12-1ubuntu0.24.04.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libogdi4.1:amd64:4.1.1+ds-3build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libpoppler134:amd64:24.02.0-1ubuntu9.5,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,librtmp1:amd64:2.4+20151223.gitfa8646d.1-2build7,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libsensors-config:1:3.6.0-9build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libsensors5:amd64:1:3.6.0-9build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libsocket++1:amd64:1.12.13+git20131030.5d039ba-1build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libssh-4:amd64:0.10.6-2ubuntu0.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libtirpc-common:1.3.4+ds-1.1build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libvulkan1:amd64:1.3.275.0-1build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libwebp7:amd64:1.3.2-0.4build3,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,libwebpmux3:amd64:1.3.2-0.4build3,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,mysql-common:5.8+1.1.0build1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-controller,unixodbc-common:2.3.12-1ubuntu0.24.04.1,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-manager,libglib2.0-0:amd64:2.72.4-0ubuntu2.5,Ubuntu,LGPL-2.1,Y,linked
scenescape-manager,libio-pty-perl:1:1.15-2build2,,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-manager,librtmp1:amd64:2.4+20151223.gitfa8646d.1-2build4,Ubuntu,LGPL-2.1,Y,indirect dependency automatically installed
scenescape-secrets,librtmp1:2.4+20151223.gitfa8646d.1-2build4,Ubuntu,LGPL-2.1,N,indirect dependency automatically installed
scenescape-secrets,libssh-4:0.9.6-2ubuntu0.22.04.3,Ubuntu,LGPL-2.1,N,indirect dependency automatically installed
scenescape-camcalibration,libelf1:amd64:0.186-1ubuntu0.1,Ubuntu,LGPL-3.0,Y,imported
scenescape-controller,libelf1t64:amd64:0.190-1.1ubuntu0.1,Ubuntu,LGPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,libelf1:amd64:0.186-1ubuntu0.1,Ubuntu,LGPL-3.0,Y,indirect dependency automatically installed
scenescape-manager,psycopg2-binary==2.9.10,pypi,LGPL-3.0,Y,imported
scenescape-manager,libpng16-16:amd64:1.6.37-3build5,Ubuntu,libpng License,Y,indirect dependency automatically installed
scenescape-camcalibration,libdrm-amdgpu1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
scenescape-camcalibration,libdrm-common:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
scenescape-camcalibration,libdrm-intel1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
scenescape-camcalibration,libdrm-nouveau2:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
scenescape-camcalibration,libdrm-radeon1:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
scenescape-camcalibration,libdrm2:amd64:2.4.113-2~ubuntu0.22.04.1,Ubuntu,MIT,Y,linked
scenescape-camcalibration,libegl-mesa0:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,used by open3d
scenescape-camcalibration,libegl1:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libexpat1:amd64:2.4.7-1ubuntu0.6,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libgbm1:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libgl1:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libgl1-mesa-dri:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libglapi-mesa:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libglvnd0:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libglx-mesa0:amd64:23.2.1-1ubuntu3.1~22.04.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libglx0:amd64:1.4.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libpsl5:amd64:0.21.0-1.2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libx11-6:amd64:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libx11-data:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libx11-xcb1:amd64:2:1.7.5-1ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxau6:amd64:1:1.0.9-1build5,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-dri2-0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-dri3-0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-glx0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-present0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-randr0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-shm0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-sync1:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb-xfixes0:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxcb1:amd64:1.14-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxdmcp6:amd64:1:1.1.3-0ubuntu5,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxext6:amd64:2:1.3.4-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxfixes3:amd64:1:6.0.0-1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxml2:amd64:2.9.13+dfsg-1ubuntu0.7,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxshmfence1:amd64:1.3-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-camcalibration,libxxf86vm1:amd64:1:1.1.4-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,fontconfig:2.15.0-1.1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,fontconfig-config:2.15.0-1.1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,gdal-data:3.8.4+dfsg-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,gdal-plugins:amd64:3.8.4+dfsg-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libbrotli1:amd64:1.1.0-2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libdeflate0:amd64:1.19-1build1.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libdrm-amdgpu1:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libdrm-common:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libdrm-intel1:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libdrm-radeon1:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libdrm2:amd64:2.4.122-1~ubuntu0.24.04.1,Ubuntu,MIT,Y,linked
scenescape-controller,libegl-mesa0:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,used by open3d
scenescape-controller,libegl1:amd64:1.7.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libevdev2:amd64:1.13.1+dfsg-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libexpat1:amd64:2.6.1-2ubuntu0.3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libfontconfig1:amd64:2.15.0-1.1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libfreexl1:amd64:2.0.0-1build2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libgbm1:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libgdal34t64:amd64:3.8.4+dfsg-3ubuntu3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libgeotiff5:amd64:1.7.1-5build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libgif7:amd64:5.2.2-1ubuntu1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libgl1:amd64:1.7.0-1build1,Ubuntu,MIT,Y,used by opencv
scenescape-controller,libgl1-mesa-dri:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libglapi-mesa:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libglvnd0:amd64:1.7.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libglx-mesa0:amd64:24.2.8-1ubuntu1~24.04.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libglx0:amd64:1.7.0-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libgssapi-krb5-2:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libharfbuzz0b:amd64:8.3.0-2build2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libice6:amd64:2:1.0.10-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libjpeg8:amd64:8c-2ubuntu11,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libk5crypto3:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libkrb5-3:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libkrb5support0:amd64:1.20.1-6ubuntu2.6,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,liblerc4:amd64:4.0.0+ds-4ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libmd4c0:amd64:0.4.8-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libminizip1t64:amd64:1:1.3.dfsg-3.1ubuntu2.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libmtdev1t64:amd64:1.1.6-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libnetcdf19t64:amd64:1:4.9.2-5ubuntu4,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libnghttp2-14:amd64:1.59.0-1ubuntu0.2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libnspr4:amd64:2:4.35-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libpciaccess0:amd64:0.17-3ubuntu0.24.04.2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libprotobuf32t64:amd64:3.21.12-8.2ubuntu0.2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libpsl5t64:amd64:0.21.2-1.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libsasl2-2:amd64:2.1.28+dfsg1-5ubuntu3.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libsasl2-modules-db:amd64:2.1.28+dfsg1-5ubuntu3.1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libsm6:amd64:2:1.2.3-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libtiff6:amd64:4.5.1+git230720-4ubuntu2.2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,liburiparser1:amd64:0.9.7+dfsg-2build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libwayland-client0:amd64:1.22.0-2.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libwayland-server0:amd64:1.22.0-2.1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libx11-6:amd64:2:1.8.7-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libx11-data:2:1.8.7-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libx11-xcb1:amd64:2:1.8.7-1build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxau6:amd64:1:1.0.9-1build6,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-dri2-0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-dri3-0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-glx0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-icccm4:amd64:0.4.1-1.1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-image0:amd64:0.4.0-2build1,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-keysyms1:amd64:0.4.0-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-present0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-randr0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-render-util0:amd64:0.3.9-1build4,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-render0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-shape0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-shm0:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-sync1:amd64:1.15-1ubuntu2,Ubuntu,MIT,Y,indirect dependency automatically installed
scenescape-controller,libxcb-util1:amd64:0.4.0-1build3,Ubuntu,MIT,Y,indirect dependency automatically installed
